Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,PPG,APG,RPG,SPG,BPG,PPG_Score,APG_Score,RPG_Score,SPG_Score,BPG_Score,eFG%_Score,win_percentage,ranking,MVP
278.0,Richaun Holmes,31.0,WAS,PF,31.0,7.0,17.2,2.9,4.5,0.647,0.0,0.1,0.0,2.9,4.4,0.662,0.647,1.6,1.9,0.833,2.0,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,,0.23870967741935484,0.04516129032258064,0.18387096774193548,0.00967741935483871,0.02258064516129032,0.017050691244239632,0.009032258064516128,0.022983870967741935,0.00967741935483871,0.02258064516129032,0.5176000000000001,0.22,29.0,0
279.0,Damion Baugh,24.0,CHO,SG,15.0,2.0,24.7,2.8,8.7,0.323,0.8,3.7,0.214,2.0,4.9,0.405,0.369,0.9,1.0,0.867,0.9,2.4,3.3,3.7,1.0,0.1,2.1,1.5,7.3,,0.48666666666666664,0.24666666666666667,0.22,0.06666666666666667,0.006666666666666667,0.03476190476190476,0.04933333333333333,0.0275,0.06666666666666667,0.006666666666666667,0.2952,0.232,28.0,0
280.0,Alec Burks,33.0,MIA,SG,49.0,14.0,17.6,2.3,5.5,0.424,1.8,4.2,0.425,0.6,1.3,0.422,0.587,0.8,1.0,0.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,,0.1489795918367347,0.022448979591836737,0.05102040816326531,0.012244897959183673,0.0020408163265306124,0.010641399416909622,0.004489795918367347,0.006377551020408163,0.012244897959183673,0.0020408163265306124,0.46959999999999996,0.451,20.0,0
281.0,Ricky Council IV,23.0,PHI,SF,73.0,12.0,17.1,2.4,6.3,0.382,0.8,2.9,0.258,1.7,3.4,0.488,0.442,1.7,2.1,0.804,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,,0.09999999999999999,0.01780821917808219,0.03972602739726027,0.005479452054794521,0.0027397260273972603,0.007142857142857143,0.003561643835616438,0.004965753424657534,0.005479452054794521,0.0027397260273972603,0.3536,0.293,26.0,0
282.0,Andre Drummond,31.0,PHI,C,40.0,23.0,18.8,2.9,5.9,0.5,0.1,0.5,0.15,2.9,5.4,0.533,0.506,1.4,2.3,0.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,,0.1825,0.0225,0.195,0.025,0.0125,0.013035714285714286,0.0045,0.024375,0.025,0.0125,0.4048,0.293,26.0,0
283.0,Tre Jones,25.0,2TM,PG,46.0,9.0,19.7,2.8,5.2,0.538,0.4,1.0,0.396,2.4,4.1,0.574,0.578,1.2,1.5,0.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2,,0.1565217391304348,0.09130434782608696,0.05434782608695652,0.017391304347826087,0.004347826086956522,0.011180124223602485,0.018260869565217393,0.006793478260869565,0.017391304347826087,0.004347826086956522,0.4624,,,0
284.0,Goga Bitadze,25.0,ORL,C,70.0,42.0,20.4,3.0,4.8,0.611,0.0,0.4,0.107,2.9,4.4,0.656,0.615,1.2,1.9,0.639,2.4,4.2,6.6,2.0,0.7,1.4,1.0,2.1,7.2,,0.10285714285714286,0.02857142857142857,0.09428571428571428,0.01,0.02,0.007346938775510204,0.005714285714285714,0.011785714285714285,0.01,0.02,0.492,0.5,15.0,0
285.0,Tristan Da Silva,23.0,ORL,SF,74.0,38.0,22.0,2.7,6.5,0.412,1.1,3.2,0.335,1.6,3.3,0.488,0.495,0.7,0.9,0.873,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,,0.0972972972972973,0.02027027027027027,0.04459459459459459,0.005405405405405406,0.002702702702702703,0.00694980694980695,0.004054054054054054,0.005574324324324324,0.005405405405405406,0.002702702702702703,0.396,0.5,15.0,0
286.0,GG Jackson II,20.0,MEM,PF,29.0,3.0,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.4,3.6,0.404,0.452,1.0,1.4,0.725,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,7.2,,0.2482758620689655,0.034482758620689655,0.11034482758620691,0.013793103448275864,0.006896551724137932,0.017733990147783252,0.006896551724137931,0.013793103448275864,0.013793103448275864,0.006896551724137932,0.36160000000000003,0.585,13.0,0
287.0,Vit Krejci,24.0,ATL,PG,57.0,16.0,20.2,2.5,5.1,0.497,1.6,3.6,0.437,1.0,1.5,0.64,0.651,0.6,0.8,0.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2,,0.12631578947368421,0.0456140350877193,0.04736842105263158,0.010526315789473684,0.008771929824561403,0.009022556390977444,0.00912280701754386,0.0059210526315789476,0.010526315789473684,0.008771929824561403,0.5208,0.488,16.0,0
288.0,Sam Merrill,28.0,CLE,SG,71.0,4.0,19.7,2.4,6.0,0.406,1.9,5.2,0.372,0.5,0.8,0.625,0.567,0.4,0.4,0.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,,0.10140845070422536,0.02112676056338028,0.03098591549295775,0.009859154929577464,0.0028169014084507044,0.007243460764587525,0.004225352112676056,0.003873239436619719,0.009859154929577464,0.0028169014084507044,0.45359999999999995,0.78,2.0,0
289.0,Daeqwon Plowden,26.0,ATL,SG,6.0,0.0,12.0,2.7,4.2,0.64,1.5,2.8,0.529,1.2,1.3,0.875,0.82,0.3,0.3,1.0,0.7,1.2,1.8,0.3,0.0,0.0,0.7,1.7,7.2,,1.2,0.049999999999999996,0.3,0.0,0.0,0.08571428571428572,0.009999999999999998,0.0375,0.0,0.0,0.6559999999999999,0.488,16.0,0
290.0,Nae'Qwan Tomlin,24.0,CLE,PF,5.0,1.0,12.6,2.6,6.4,0.406,0.4,2.0,0.2,2.2,4.4,0.5,0.438,1.6,2.2,0.727,1.8,2.4,4.2,0.4,0.0,0.2,0.4,1.8,7.2,,1.44,0.08,0.8400000000000001,0.0,0.04,0.10285714285714286,0.016,0.10500000000000001,0.0,0.04,0.3504,0.78,2.0,0
291.0,Josh Okogie,26.0,2TM,SG,40.0,7.0,15.6,2.4,5.3,0.443,0.8,2.3,0.348,1.6,3.0,0.517,0.519,1.6,2.1,0.741,1.1,1.7,2.8,0.8,1.2,0.5,0.8,1.2,7.1,,0.1775,0.02,0.06999999999999999,0.03,0.0125,0.012678571428571428,0.004,0.008749999999999999,0.03,0.0125,0.4152,,,0
292.0,Jalen Hood-Schifino,21.0,2TM,SG,15.0,0.0,21.0,2.5,6.5,0.378,0.9,3.1,0.304,1.5,3.5,0.442,0.449,1.2,1.4,0.857,0.2,1.6,1.8,2.5,0.3,0.5,1.2,1.7,7.1,,0.47333333333333333,0.16666666666666666,0.12000000000000001,0.02,0.03333333333333333,0.03380952380952381,0.03333333333333333,0.015000000000000001,0.02,0.03333333333333333,0.3592,,,0
293.0,Jamison Battle,23.0,TOR,SF,59.0,10.0,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.7,1.5,0.5,0.581,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,,0.12033898305084745,0.015254237288135594,0.04576271186440678,0.005084745762711864,0.0033898305084745766,0.008595641646489103,0.0030508474576271187,0.0057203389830508475,0.005084745762711864,0.0033898305084745766,0.4648,0.366,24.0,0
294.0,Alex Caruso,30.0,OKC,SG,54.0,3.0,19.3,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,6MOY-8,0.13148148148148148,0.046296296296296294,0.053703703703703705,0.02962962962962963,0.011111111111111112,0.009391534391534392,0.009259259259259259,0.006712962962962963,0.02962962962962963,0.011111111111111112,0.4328,0.829,1.0,0
295.0,Jamal Shead,22.0,TOR,PG,75.0,11.0,19.6,2.7,6.7,0.405,1.0,3.0,0.323,1.8,3.7,0.47,0.476,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,,0.09466666666666666,0.056,0.02,0.010666666666666668,0.0013333333333333335,0.0067619047619047615,0.0112,0.0025,0.010666666666666668,0.0013333333333333335,0.38079999999999997,0.366,24.0,0
296.0,Jeff Dowtin Jr.,27.0,PHI,PG,41.0,3.0,15.1,2.7,5.6,0.487,0.7,1.7,0.4,2.0,3.9,0.525,0.548,0.8,1.1,0.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7.0,,0.17073170731707318,0.046341463414634146,0.036585365853658534,0.014634146341463414,0.007317073170731707,0.012195121951219513,0.009268292682926829,0.004573170731707317,0.014634146341463414,0.007317073170731707,0.4384,0.293,26.0,0
297.0,Marcus Garrett,26.0,CHO,SG,4.0,0.0,19.8,2.8,6.8,0.407,0.8,2.0,0.375,2.0,4.8,0.421,0.463,0.8,1.0,0.75,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7.0,,1.75,0.825,0.375,0.2,0.125,0.125,0.16499999999999998,0.046875,0.2,0.125,0.3704,0.232,28.0,0
298.0,Isaiah Jackson,23.0,IND,C,5.0,1.0,16.8,2.8,4.6,0.609,0.0,0.0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,1.4,0.2,1.1199999999999999,0.12,0.32,0.09999999999999999,0.04,0.13999999999999999,0.12,0.32,0.48719999999999997,0.61,6.0,0
299.0,Jaylen Sims,26.0,CHO,SG,6.0,0.0,18.7,2.0,4.7,0.429,1.0,2.5,0.4,1.0,2.2,0.462,0.536,2.0,2.5,0.8,0.5,0.5,1.0,2.0,0.5,0.2,1.3,1.7,7.0,,1.1666666666666667,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.03333333333333333,0.08333333333333334,0.06666666666666667,0.020833333333333332,0.08333333333333333,0.03333333333333333,0.4288,0.232,28.0,0
300.0,Orlando Robinson,24.0,2TM,C,44.0,8.0,17.5,2.6,5.9,0.444,0.4,1.2,0.327,2.3,4.8,0.474,0.477,1.2,1.6,0.771,2.0,3.0,5.0,1.8,0.4,0.4,1.1,2.3,6.9,,0.15681818181818183,0.04090909090909091,0.11363636363636363,0.009090909090909092,0.009090909090909092,0.011201298701298702,0.008181818181818182,0.014204545454545454,0.009090909090909092,0.009090909090909092,0.3816,,,0
301.0,Jake LaRavia,23.0,2TM,PF,66.0,0.0,20.4,2.4,5.1,0.475,0.9,2.2,0.423,1.5,3.0,0.513,0.564,1.2,1.7,0.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2.0,6.9,,0.10454545454545455,0.03636363636363636,0.05909090909090909,0.013636363636363637,0.004545454545454545,0.007467532467532468,0.007272727272727273,0.007386363636363636,0.013636363636363637,0.004545454545454545,0.45119999999999993,,,0
302.0,Ryan Dunn,22.0,PHO,SF,74.0,44.0,19.1,2.8,6.4,0.43,1.1,3.6,0.311,1.7,2.9,0.577,0.516,0.3,0.5,0.487,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9,,0.09324324324324325,0.010810810810810811,0.04864864864864865,0.008108108108108109,0.006756756756756757,0.006660231660231661,0.002162162162162162,0.006081081081081081,0.008108108108108109,0.006756756756756757,0.4128,0.439,21.0,0
303.0,Jay Huff,26.0,MEM,C,64.0,2.0,11.7,2.5,4.8,0.515,1.3,3.1,0.405,1.2,1.6,0.724,0.648,0.7,0.9,0.786,0.5,1.5,2.0,0.6,0.3,0.9,0.5,1.2,6.9,,0.1078125,0.009375,0.03125,0.0046875,0.0140625,0.0077008928571428575,0.001875,0.00390625,0.0046875,0.0140625,0.5184,0.585,13.0,0
304.0,Cameron Payne,30.0,NYK,PG,72.0,5.0,15.1,2.5,6.2,0.401,1.3,3.6,0.363,1.2,2.6,0.453,0.506,0.7,0.8,0.907,0.2,1.3,1.4,2.8,0.5,0.2,0.7,1.5,6.9,,0.09583333333333334,0.03888888888888889,0.019444444444444445,0.006944444444444444,0.002777777777777778,0.006845238095238096,0.0077777777777777776,0.0024305555555555556,0.006944444444444444,0.002777777777777778,0.4048,0.622,5.0,0
305.0,Antonio Reeves,24.0,NOP,SG,44.0,6.0,15.0,2.6,5.6,0.456,1.2,2.9,0.395,1.4,2.7,0.521,0.558,0.6,0.8,0.8,0.4,1.0,1.4,0.9,0.5,0.1,0.7,0.9,6.9,,0.15681818181818183,0.020454545454545454,0.031818181818181815,0.011363636363636364,0.002272727272727273,0.011201298701298702,0.004090909090909091,0.003977272727272727,0.011363636363636364,0.002272727272727273,0.4464,0.256,27.0,0
306.0,Cody Martin,29.0,2TM,SF,53.0,8.0,22.1,2.6,6.1,0.418,0.8,2.8,0.285,1.8,3.3,0.534,0.485,0.8,1.2,0.705,1.0,3.2,4.2,2.0,1.1,0.6,1.0,1.8,6.8,,0.12830188679245283,0.03773584905660377,0.07924528301886793,0.020754716981132078,0.011320754716981131,0.009164420485175202,0.007547169811320755,0.009905660377358492,0.020754716981132078,0.011320754716981131,0.388,,,0
307.0,Bol Bol,25.0,PHO,PF,36.0,10.0,12.4,2.7,5.1,0.525,0.9,2.6,0.344,1.8,2.5,0.711,0.612,0.6,0.7,0.769,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,,0.18888888888888888,0.016666666666666666,0.08055555555555555,0.008333333333333333,0.019444444444444445,0.013492063492063491,0.003333333333333333,0.010069444444444443,0.008333333333333333,0.019444444444444445,0.4896,0.439,21.0,0
308.0,Eric Gordon,36.0,PHI,SG,39.0,13.0,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,,0.17435897435897435,0.04358974358974359,0.030769230769230767,0.017948717948717947,0.007692307692307692,0.012454212454212453,0.008717948717948718,0.003846153846153846,0.017948717948717947,0.007692307692307692,0.45119999999999993,0.293,26.0,0
309.0,Jaxson Hayes,24.0,LAL,C,56.0,35.0,19.5,2.9,4.0,0.722,0.0,0.1,0.0,2.9,3.9,0.732,0.722,1.1,1.8,0.622,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,6.8,,0.12142857142857143,0.017857142857142856,0.08571428571428572,0.010714285714285714,0.016071428571428573,0.008673469387755102,0.0035714285714285713,0.010714285714285714,0.010714285714285714,0.016071428571428573,0.5776,0.61,7.0,0
310.0,Marcus Bagley,23.0,PHI,SF,10.0,4.0,25.3,2.7,6.9,0.391,0.5,3.2,0.156,2.2,3.7,0.595,0.428,0.8,1.0,0.8,2.3,4.7,7.0,1.0,0.9,1.2,0.7,1.6,6.7,,0.67,0.1,0.7,0.09,0.12,0.04785714285714286,0.02,0.0875,0.09,0.12,0.3424,0.293,26.0,0
311.0,DaQuan Jeffries,27.0,CHO,SG,47.0,20.0,22.8,2.5,6.2,0.405,1.2,3.5,0.335,1.3,2.7,0.496,0.5,0.5,0.6,0.8,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,,0.1425531914893617,0.02340425531914894,0.06170212765957447,0.01276595744680851,0.010638297872340425,0.010182370820668694,0.004680851063829788,0.007712765957446808,0.01276595744680851,0.010638297872340425,0.4,0.232,28.0,0
312.0,Lester Quiñones,24.0,2TM,SG,13.0,0.0,14.1,2.4,6.0,0.397,1.0,3.4,0.295,1.4,2.6,0.529,0.481,0.8,1.0,0.846,0.3,1.2,1.5,1.8,0.2,0.2,1.1,1.4,6.6,,0.5076923076923077,0.13846153846153847,0.11538461538461539,0.015384615384615385,0.015384615384615385,0.03626373626373626,0.027692307692307693,0.014423076923076924,0.015384615384615385,0.015384615384615385,0.3848,,,0
313.0,Vasilije Micić,31.0,2TM,PG,41.0,16.0,19.1,2.3,6.7,0.348,1.1,3.0,0.36,1.2,3.6,0.338,0.43,0.8,1.0,0.829,0.5,1.7,2.2,3.1,0.4,0.0,1.9,1.1,6.6,,0.16097560975609757,0.07560975609756097,0.05365853658536586,0.00975609756097561,0.0,0.011498257839721254,0.015121951219512195,0.0067073170731707325,0.00975609756097561,0.0,0.344,,,0
314.0,Precious Achiuwa,25.0,NYK,C,57.0,10.0,20.5,2.9,5.7,0.502,0.2,0.6,0.278,2.7,5.1,0.529,0.517,0.7,1.2,0.594,1.8,3.8,5.6,1.0,0.8,0.7,0.8,1.4,6.6,,0.11578947368421053,0.017543859649122806,0.09824561403508772,0.014035087719298246,0.012280701754385965,0.008270676691729323,0.003508771929824561,0.012280701754385965,0.014035087719298246,0.012280701754385965,0.4136,0.622,5.0,0
315.0,Trayce Jackson-Davis,24.0,GSW,C,62.0,37.0,15.6,2.8,4.9,0.576,0.0,0.0,0.0,2.8,4.8,0.582,0.576,1.0,1.6,0.578,2.0,3.0,5.0,1.7,0.4,0.6,0.7,1.2,6.6,,0.1064516129032258,0.027419354838709678,0.08064516129032258,0.0064516129032258064,0.00967741935483871,0.0076036866359447,0.005483870967741935,0.010080645161290322,0.0064516129032258064,0.00967741935483871,0.4608,0.585,12.0,0
316.0,Marcus Sasser,24.0,DET,PG,57.0,1.0,14.2,2.4,5.2,0.463,1.0,2.7,0.382,1.4,2.5,0.549,0.561,0.8,0.9,0.843,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,6.6,,0.11578947368421053,0.04035087719298245,0.021052631578947368,0.010526315789473684,0.0017543859649122807,0.008270676691729323,0.00807017543859649,0.002631578947368421,0.010526315789473684,0.0017543859649122807,0.44880000000000003,0.537,14.0,0
317.0,Vince Williams Jr.,24.0,MEM,SG,27.0,5.0,18.5,2.5,6.2,0.401,1.0,3.5,0.274,1.5,2.7,0.569,0.479,0.7,0.9,0.792,0.8,2.8,3.6,2.0,0.4,0.3,1.2,1.7,6.6,,0.24444444444444444,0.07407407407407407,0.13333333333333333,0.014814814814814815,0.011111111111111112,0.01746031746031746,0.014814814814814814,0.016666666666666666,0.014814814814814815,0.011111111111111112,0.3832,0.585,13.0,0
318.0,Thomas Bryant,27.0,2TM,C,66.0,8.0,14.6,2.5,4.9,0.508,0.7,2.2,0.324,1.7,2.6,0.665,0.583,0.8,1.0,0.859,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5,,0.09848484848484848,0.012121212121212121,0.05757575757575757,0.006060606060606061,0.00909090909090909,0.007034632034632034,0.0024242424242424242,0.0071969696969696965,0.006060606060606061,0.00909090909090909,0.4664,,,0
319.0,Donovan Clingan,20.0,POR,C,67.0,37.0,19.8,2.7,5.0,0.539,0.2,0.7,0.286,2.5,4.3,0.582,0.56,0.9,1.6,0.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5,,0.09701492537313433,0.016417910447761197,0.11791044776119404,0.007462686567164179,0.023880597014925373,0.006929637526652452,0.0032835820895522395,0.014738805970149255,0.007462686567164179,0.023880597014925373,0.44800000000000006,0.439,22.0,0
320.0,Seth Curry,34.0,CHO,SG,68.0,14.0,15.6,2.4,5.0,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,,0.09558823529411764,0.013235294117647059,0.024999999999999998,0.0058823529411764705,0.0014705882352941176,0.006827731092436974,0.0026470588235294116,0.0031249999999999997,0.0058823529411764705,0.0014705882352941176,0.47919999999999996,0.232,28.0,0
321.0,Haywood Highsmith,28.0,MIA,SF,74.0,42.0,24.6,2.4,5.3,0.458,1.2,3.1,0.382,1.2,2.1,0.57,0.572,0.4,0.6,0.721,1.0,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5,,0.08783783783783784,0.02027027027027027,0.04594594594594594,0.012162162162162163,0.006756756756756757,0.006274131274131275,0.004054054054054054,0.005743243243243243,0.012162162162162163,0.006756756756756757,0.45759999999999995,0.451,20.0,0
322.0,Talen Horton-Tucker,24.0,CHI,SG,58.0,0.0,12.5,2.3,5.0,0.457,0.7,2.1,0.336,1.6,2.9,0.544,0.527,1.2,1.7,0.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.5,,0.11206896551724138,0.02413793103448276,0.029310344827586206,0.006896551724137932,0.003448275862068966,0.008004926108374385,0.004827586206896552,0.003663793103448276,0.006896551724137932,0.003448275862068966,0.42160000000000003,0.476,18.0,0
323.0,Trey Lyles,29.0,SAC,PF,69.0,5.0,19.6,2.3,5.4,0.42,1.2,3.4,0.34,1.1,2.0,0.559,0.528,0.8,1.2,0.7,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.2,6.5,,0.09420289855072464,0.017391304347826087,0.06666666666666667,0.008695652173913044,0.004347826086956522,0.006728778467908903,0.0034782608695652175,0.008333333333333333,0.008695652173913044,0.004347826086956522,0.4224,0.488,17.0,0
324.0,Ajay Mitchell,22.0,OKC,SG,36.0,1.0,16.6,2.5,5.1,0.495,0.6,1.7,0.383,1.9,3.4,0.548,0.557,0.8,1.0,0.829,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5,,0.18055555555555555,0.05,0.05277777777777778,0.019444444444444445,0.002777777777777778,0.012896825396825396,0.01,0.006597222222222222,0.019444444444444445,0.002777777777777778,0.44560000000000005,0.829,1.0,0
325.0,Gary Payton II,32.0,GSW,SG,62.0,11.0,15.0,2.8,4.8,0.574,0.5,1.5,0.326,2.3,3.3,0.69,0.626,0.4,0.6,0.711,0.9,2.1,3.0,1.3,0.8,0.3,0.6,1.7,6.5,,0.10483870967741936,0.020967741935483872,0.04838709677419355,0.012903225806451613,0.004838709677419355,0.007488479262672812,0.004193548387096775,0.006048387096774193,0.012903225806451613,0.004838709677419355,0.5008,0.585,12.0,0
326.0,Zach Collins,27.0,2TM,PF,64.0,12.0,15.3,2.4,4.7,0.507,0.5,1.7,0.302,1.9,3.1,0.617,0.56,1.1,1.2,0.885,1.6,2.9,4.5,1.7,0.5,0.5,0.9,2.1,6.4,,0.1,0.0265625,0.0703125,0.0078125,0.0078125,0.0071428571428571435,0.0053124999999999995,0.0087890625,0.0078125,0.0078125,0.44800000000000006,,,0
327.0,Kris Dunn,30.0,LAC,PG,74.0,58.0,24.1,2.6,5.9,0.439,1.0,3.0,0.335,1.6,2.9,0.549,0.525,0.2,0.3,0.682,0.7,2.7,3.4,2.8,1.7,0.4,1.0,2.7,6.4,,0.08648648648648649,0.03783783783783783,0.04594594594594594,0.02297297297297297,0.005405405405405406,0.006177606177606178,0.007567567567567567,0.005743243243243243,0.02297297297297297,0.005405405405405406,0.42000000000000004,0.61,9.0,0
328.0,Ron Holland,19.0,DET,SF,81.0,2.0,15.6,2.4,5.1,0.474,0.4,1.9,0.238,2.0,3.3,0.608,0.517,1.1,1.5,0.754,0.5,2.2,2.7,1.0,0.6,0.2,0.9,1.7,6.4,,0.07901234567901234,0.012345679012345678,0.03333333333333333,0.007407407407407407,0.0024691358024691358,0.00564373897707231,0.0024691358024691358,0.004166666666666667,0.007407407407407407,0.0024691358024691358,0.4136,0.537,14.0,0
329.0,KJ Martin,24.0,2TM,PF,43.0,16.0,21.2,2.6,4.7,0.552,0.3,1.3,0.259,2.2,3.3,0.671,0.59,0.9,1.1,0.787,0.7,2.2,2.9,1.1,0.4,0.5,0.6,2.3,6.4,,0.14883720930232558,0.025581395348837212,0.06744186046511627,0.009302325581395349,0.011627906976744186,0.0106312292358804,0.005116279069767442,0.008430232558139534,0.009302325581395349,0.011627906976744186,0.472,,,0
330.0,Gabe Vincent,28.0,LAL,PG,72.0,11.0,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4,,0.08888888888888889,0.019444444444444445,0.018055555555555557,0.009722222222222222,0.002777777777777778,0.006349206349206349,0.0038888888888888888,0.0022569444444444447,0.009722222222222222,0.002777777777777778,0.42400000000000004,0.61,7.0,0
331.0,Sandro Mamukelashvili,25.0,SAS,PF,61.0,0.0,11.2,2.3,4.6,0.502,1.0,2.6,0.373,1.3,2.0,0.675,0.609,0.7,1.0,0.741,1.0,2.0,3.1,0.8,0.4,0.3,0.4,1.0,6.3,,0.10327868852459016,0.013114754098360656,0.05081967213114754,0.006557377049180328,0.0049180327868852455,0.007377049180327868,0.002622950819672131,0.0063524590163934426,0.006557377049180328,0.0049180327868852455,0.48719999999999997,0.415,23.0,0
332.0,Jeremiah Robinson-Earl,24.0,NOP,PF,66.0,9.0,18.8,2.4,5.3,0.455,0.8,2.5,0.341,1.5,2.8,0.557,0.536,0.7,0.8,0.836,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3,,0.09545454545454546,0.0196969696969697,0.07272727272727272,0.00909090909090909,0.0015151515151515152,0.006818181818181819,0.00393939393939394,0.00909090909090909,0.00909090909090909,0.0015151515151515152,0.4288,0.256,27.0,0
333.0,Kenrich Williams,30.0,OKC,PF,69.0,7.0,16.4,2.5,5.1,0.483,1.0,2.5,0.386,1.5,2.7,0.574,0.576,0.4,0.6,0.718,0.9,2.6,3.5,1.4,0.6,0.1,0.6,1.6,6.3,,0.09130434782608696,0.020289855072463767,0.050724637681159424,0.008695652173913044,0.0014492753623188406,0.006521739130434782,0.004057971014492753,0.006340579710144928,0.008695652173913044,0.0014492753623188406,0.4608,0.829,1.0,0
334.0,Bones Hyland,24.0,2TM,PG,24.0,0.0,10.0,2.0,4.9,0.398,1.3,3.4,0.39,0.6,1.5,0.417,0.534,1.0,1.1,0.885,0.2,0.8,1.0,1.3,0.8,0.2,1.0,1.2,6.2,,0.25833333333333336,0.05416666666666667,0.041666666666666664,0.03333333333333333,0.008333333333333333,0.018452380952380953,0.010833333333333334,0.005208333333333333,0.03333333333333333,0.008333333333333333,0.4272,,,0
335.0,Jonathan Mogbo,23.0,TOR,PF,63.0,18.0,20.4,2.5,5.7,0.438,0.3,1.1,0.243,2.2,4.5,0.486,0.462,1.0,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,,0.09841269841269841,0.0365079365079365,0.07777777777777778,0.014285714285714285,0.007936507936507936,0.007029478458049887,0.0073015873015873,0.009722222222222222,0.014285714285714285,0.007936507936507936,0.36960000000000004,0.366,24.0,0
336.0,Ryan Rollins,22.0,MIL,PG,56.0,19.0,14.6,2.4,4.8,0.487,0.9,2.1,0.408,1.5,2.7,0.55,0.577,0.6,0.8,0.8,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,,0.11071428571428572,0.033928571428571426,0.033928571428571426,0.014285714285714287,0.005357142857142857,0.007908163265306124,0.0067857142857142855,0.004241071428571428,0.014285714285714287,0.005357142857142857,0.46159999999999995,0.585,11.0,0
337.0,Dru Smith,27.0,MIA,SG,14.0,1.0,19.1,2.2,4.4,0.508,1.1,2.1,0.533,1.1,2.2,0.484,0.639,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,,0.4428571428571429,0.1142857142857143,0.18571428571428572,0.10714285714285714,0.028571428571428574,0.031632653061224494,0.02285714285714286,0.023214285714285715,0.10714285714285714,0.028571428571428574,0.5112,0.451,20.0,0
338.0,Isaac Okoro,24.0,CLE,SG,55.0,22.0,19.1,2.3,4.9,0.464,1.0,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,,0.1109090909090909,0.021818181818181816,0.04363636363636363,0.010909090909090908,0.005454545454545454,0.007922077922077922,0.004363636363636363,0.005454545454545454,0.010909090909090908,0.005454545454545454,0.45519999999999994,0.78,2.0,0
