games_x,turnovers,per,usagePercent,offensiveWs,defensiveWs,winShares,offensiveBox,defensiveBox,vorp,MVP,ranking,win_percentage,PPG_Score,APG_Score,RPG_Score,SPG_Score,BPG_Score,eFG%_Score
80,381,24.7,34.1,5.5,4.5,10.1,4.8,1.5,6.1,0,8,0.585,0.97,1.33,0.87,1.05,0.14,0.64
79,234,20.2,29.8,5.5,1.2,6.7,4.2,-1.8,2.8,0,16,0.512,0.87,0.68,0.22,0.62,0.14,0.68
81,144,22.9,26.9,6.4,2.9,9.3,2.4,-0.6,2.6,0,9,0.585,0.8,0.32,0.81,0.32,0.72,0.72
72,268,30.9,32.3,8.9,5.5,14.4,6.3,4.1,7.4,1,-1,0.732,1.04,0.78,1.1,0.76,0.83,0.83
55,81,19.8,22.1,4.4,2.1,6.6,2.4,0.7,2.4,0,5,0.622,0.68,0.53,0.46,1.08,0.29,0.68
69,192,24.4,30.4,7.2,2.5,9.7,7.1,-0.5,5.1,0,1,0.695,1.02,0.69,0.47,0.79,0.2,0.83
78,225,24.2,29.0,8.6,2.9,11.5,5.4,0.1,5.1,0,1,0.695,0.97,0.77,0.56,0.44,0.59,0.79
64,226,26.1,33.3,4.9,3.8,8.7,4.0,0.9,3.8,0,5,0.622,1.03,0.48,1.2,0.43,1.04,0.71
68,99,21.0,23.8,6.4,1.8,8.2,4.9,-0.5,3.3,0,10,0.585,0.74,0.35,0.54,0.43,0.18,0.76
77,205,23.3,29.5,7.0,4.9,11.9,5.6,1.6,6.6,0,7,0.598,1.05,0.54,0.72,1.32,0.24,0.73
75,253,21.0,30.2,5.1,2.9,8.0,4.9,0.2,4.7,0,14,0.5,0.92,0.71,0.66,0.41,0.2,0.73
78,387,30.6,40.5,11.4,3.8,15.2,9.4,1.6,9.3,0,3,0.646,1.35,0.99,0.58,1.21,0.4,0.75
68,102,20.2,18.9,4.5,2.9,7.5,3.3,1.9,3.6,0,8,0.598,0.51,0.55,0.59,0.52,0.68,0.81
67,172,24.3,29.6,6.2,2.9,9.1,6.0,1.1,5.1,0,8,0.598,0.89,0.91,0.44,0.92,0.28,0.77
80,248,26.3,27.4,7.5,4.3,11.8,6.2,2.9,7.0,0,2,0.659,0.75,0.96,0.95,0.81,0.37,0.75
60,121,25.8,30.3,6.1,3.4,9.5,6.1,1.1,4.7,0,0,0.707,0.99,0.44,0.64,1.06,0.22,0.75
80,212,23.7,29.3,9.7,2.4,12.1,6.6,-0.3,6.0,0,4,0.646,0.97,0.91,0.41,0.66,0.23,0.72
72,168,23.4,24.7,4.4,3.3,7.8,2.1,1.7,2.8,0,4,0.646,0.58,0.43,0.91,0.59,0.77,0.7
58,152,19.7,22.5,4.4,2.2,6.6,2.7,1.1,2.8,0,3,0.646,0.58,1.08,0.4,1.18,0.17,0.7
79,274,20.0,22.1,4.6,3.6,8.2,2.2,1.3,3.8,0,5,0.622,0.63,1.02,0.77,0.85,0.42,0.78
80,159,25.5,28.0,5.4,4.7,10.1,5.0,1.7,5.5,0,12,0.512,0.78,0.51,1.05,0.6,0.6,0.76
63,230,31.9,37.5,6.1,5.0,11.1,7.4,4.1,6.6,0,-1,0.767,1.09,0.71,1.25,0.6,0.62,0.8
70,264,20.6,30.0,6.0,1.5,7.5,3.4,-1.3,2.6,0,15,0.466,0.99,0.83,0.39,0.43,0.15,0.74
58,127,23.6,25.1,6.3,2.7,9.0,4.0,1.5,3.7,0,9,0.603,0.74,0.77,0.61,1.1,0.32,0.65
62,154,27.4,29.3,6.7,4.4,11.1,5.4,2.6,5.4,0,1,0.732,0.97,0.41,0.85,0.91,1.35,0.73
61,260,27.6,36.8,6.5,2.3,8.8,7.4,1.0,5.4,0,10,0.573,1.07,1.12,0.86,0.63,0.13,0.73
51,159,25.8,32.9,3.3,2.7,6.0,3.7,1.0,2.5,0,11,0.589,0.85,0.38,1.07,0.55,0.74,0.7
68,308,29.1,36.3,9.9,3.2,13.1,8.1,1.6,7.3,0,6,0.611,1.27,0.96,0.6,1.14,0.52,0.74
67,261,25.5,31.5,6.2,3.6,9.8,6.6,1.8,6.1,0,1,0.732,0.94,1.3,0.72,0.72,0.32,0.75
73,226,24.9,26.6,6.7,3.1,9.8,5.5,2.0,5.5,1,4,0.63,0.74,0.89,0.89,0.72,0.35,0.77
57,149,26.9,33.0,5.4,3.3,8.7,6.5,2.4,5.1,0,2,0.681,1.0,0.62,0.65,1.12,0.34,0.72
66,194,26.9,30.3,10.9,0.7,11.6,8.3,-0.9,5.9,0,12,0.473,1.11,1.02,0.39,0.66,0.19,0.77
58,178,17.7,23.1,4.2,3.3,7.5,2.2,1.0,2.8,0,0,0.736,0.72,0.95,0.46,0.87,0.26,0.71
62,137,21.1,26.4,4.6,3.3,7.9,3.4,0.7,2.9,0,-1,0.767,0.78,0.54,0.57,0.53,0.06,0.79
69,184,18.8,30.8,3.2,2.2,5.4,2.4,-0.6,2.3,0,7,0.611,0.89,0.54,0.4,0.63,0.12,0.7
70,161,21.7,23.3,5.9,3.0,8.9,3.0,1.4,3.5,0,8,0.611,0.65,0.86,0.46,0.99,0.09,0.75
66,155,20.4,28.6,3.2,3.7,6.9,3.5,0.6,3.4,0,3,0.667,0.87,0.38,0.64,0.87,0.5,0.72
62,88,21.9,25.8,3.5,2.9,6.4,3.7,0.5,3.1,0,16,0.452,0.73,0.45,1.0,0.54,0.45,0.72
56,117,20.0,27.2,3.9,2.0,5.9,4.9,-0.3,2.9,0,3,0.667,0.76,0.61,0.36,0.53,0.29,0.72
64,169,22.7,23.7,5.6,3.2,8.8,2.9,2.0,3.7,0,11,0.556,0.7,0.68,0.81,0.67,0.61,0.72
61,207,29.2,32.5,6.9,3.3,10.2,6.2,2.8,5.6,0,5,0.639,1.05,0.74,0.99,0.68,0.71,0.76
60,187,22.7,34.1,4.2,1.7,5.9,4.8,-1.4,2.9,0,15,0.472,1.16,0.56,0.43,0.66,0.22,0.67
52,109,26.5,26.6,6.6,2.7,9.3,5.4,2.3,4.3,0,11,0.556,0.8,0.9,0.62,1.19,0.21,0.65
51,99,19.2,23.1,4.0,2.1,6.1,3.6,1.3,2.6,0,-1,0.722,0.6,0.76,0.31,0.79,0.11,0.7
63,213,26.3,34.8,6.5,2.5,9.0,8.3,0.4,5.8,0,12,0.542,1.19,0.73,0.49,0.7,0.08,0.76
66,281,25.3,36.0,5.1,2.6,7.7,6.1,0.7,5.1,0,6,0.583,1.03,1.09,0.72,0.56,0.32,0.69
51,159,30.3,35.3,5.6,3.2,8.8,6.3,1.2,3.8,0,1,0.681,1.06,0.36,0.95,0.56,0.8,0.69
54,179,20.5,30.0,3.0,2.3,5.3,3.9,0.3,2.9,0,3,0.653,0.87,0.66,0.6,0.66,0.26,0.7
62,107,20.0,23.9,4.1,3.1,7.1,2.9,0.8,2.9,0,1,0.681,0.73,0.45,0.61,0.51,0.48,0.7
59,127,20.0,22.2,4.3,2.2,6.6,2.8,0.6,2.6,0,5,0.639,0.66,0.76,0.41,0.94,0.37,0.72
54,130,24.4,30.4,5.8,1.6,7.4,5.7,-0.2,3.6,0,2,0.667,1.0,0.76,0.43,0.81,0.41,0.73
72,222,31.3,29.6,12.2,3.4,15.6,9.1,3.0,8.8,1,4,0.653,0.98,1.05,0.98,0.76,0.4,0.76
52,105,26.0,28.6,6.4,2.4,8.8,6.0,1.3,4.2,0,3,0.653,0.92,0.65,0.58,0.9,0.24,0.72
67,203,25.6,31.4,9.6,0.8,10.4,7.5,-1.3,5.0,0,8,0.583,1.07,0.95,0.38,0.53,0.15,0.7
53,147,21.3,33.5,3.9,2.2,6.2,4.6,-0.2,2.8,0,-1,0.722,0.98,0.66,0.4,0.56,0.17,0.66
70,156,21.4,22.6,6.5,2.7,9.2,3.5,1.1,3.6,0,0,0.708,0.61,1.12,0.4,0.81,0.16,0.7
71,241,19.7,29.3,3.4,4.3,7.8,2.9,0.9,3.9,0,10,0.569,0.9,0.76,0.92,0.52,0.15,0.65
62,213,20.6,24.1,4.0,3.0,6.9,2.3,1.6,3.3,0,16,0.472,0.76,0.85,1.08,0.71,0.31,0.71
64,171,21.3,30.8,4.1,2.5,6.5,4.2,-0.3,3.4,0,14,0.5,0.98,0.54,0.66,0.67,0.28,0.67
63,261,23.0,33.0,5.9,1.3,7.2,5.3,-1.7,3.0,0,9,0.569,0.94,1.19,0.35,0.48,0.11,0.63
67,219,32.1,34.9,9.2,3.7,12.9,7.6,3.5,7.4,0,4,0.622,1.05,0.72,1.11,0.63,0.78,0.74
75,245,19.7,28.2,3.4,2.5,5.8,3.3,0.1,3.3,0,14,0.524,0.71,0.94,0.64,0.93,0.23,0.66
76,111,17.6,23.1,4.5,2.7,7.2,2.5,0.3,2.7,0,0,0.683,0.64,0.34,0.42,0.71,0.22,0.72
68,162,21.3,32.0,4.3,3.3,7.6,3.9,0.2,3.6,0,-1,0.78,0.94,0.6,0.48,0.66,0.22,0.67
57,121,23.6,26.5,6.2,2.9,9.2,4.5,1.9,4.0,0,2,0.646,0.75,0.68,0.56,0.97,0.27,0.63
64,206,21.4,30.8,4.6,3.4,8.0,5.4,0.4,4.4,0,1,0.646,0.9,0.78,0.5,0.78,0.21,0.7
76,181,23.1,31.8,7.0,1.8,8.8,3.4,-0.9,3.1,0,11,0.561,0.98,0.61,0.49,0.52,0.18,0.66
65,292,25.1,37.4,3.8,3.8,7.6,6.4,1.8,5.9,0,3,0.634,1.0,1.08,0.87,0.67,0.32,0.67
55,191,25.6,31.2,6.4,2.0,8.4,6.4,0.7,4.8,0,13,0.537,1.05,0.79,0.71,0.51,0.55,0.72
68,214,31.2,37.2,7.9,4.1,12.0,7.2,2.0,6.5,1,5,0.622,1.08,0.52,1.12,0.66,0.84,0.68
68,248,19.0,27.8,3.8,2.5,6.3,3.4,-0.8,2.8,0,12,0.537,0.76,1.06,0.31,0.77,0.06,0.68
67,183,19.8,23.5,4.5,2.4,6.9,2.9,0.3,2.9,0,4,0.622,0.64,0.84,0.43,0.94,0.25,0.72
74,281,32.8,31.9,10.8,4.5,15.2,9.2,4.5,9.8,0,8,0.585,0.95,0.98,1.31,0.86,0.49,0.79
67,171,20.0,28.8,4.5,1.3,5.8,3.9,-1.5,2.6,0,11,0.561,0.86,0.56,0.44,0.36,0.2,0.7
67,200,21.6,32.9,4.7,2.5,7.2,4.6,-0.3,3.6,0,7,0.598,0.91,0.66,0.4,0.87,0.1,0.68
57,196,24.4,33.7,4.6,2.1,6.7,6.2,-0.1,3.9,0,0,0.683,0.97,0.83,0.54,0.68,0.22,0.67
65,153,20.8,19.7,5.8,3.6,9.4,3.1,2.3,4.0,0,-1,0.78,0.52,1.34,0.42,1.09,0.18,0.68
73,96,17.6,23.2,4.3,1.6,5.9,2.4,-0.7,2.3,0,14,0.524,0.68,0.55,0.41,0.75,0.2,0.69
68,181,20.3,25.8,4.9,3.2,8.1,2.7,0.8,3.6,0,9,0.585,0.8,0.65,0.81,0.73,0.36,0.67
76,217,21.8,32.1,5.0,4.6,9.6,4.3,0.6,4.8,0,6,0.622,0.95,0.54,0.76,0.58,0.37,0.67
74,226,24.1,27.8,7.1,3.2,10.3,4.5,0.5,4.4,0,10,0.561,0.87,0.45,0.94,0.57,0.65,0.75
76,303,25.4,34.4,9.0,1.0,10.0,7.1,-2.0,4.8,0,15,0.524,1.0,1.2,0.36,0.56,0.05,0.68
63,246,29.0,38.8,4.9,3.7,8.6,5.8,2.7,5.4,0,-1,0.707,1.14,0.72,1.08,0.51,0.43,0.8
58,126,19.1,26.1,3.5,2.3,5.8,3.3,0.1,2.5,0,3,0.622,0.78,0.55,0.46,0.6,0.2,0.79
53,145,22.0,31.8,4.2,1.9,6.0,4.5,-0.3,2.9,0,7,0.549,1.01,0.7,0.42,0.59,0.18,0.76
68,142,21.2,27.2,6.9,1.8,8.7,4.4,-0.5,3.5,0,6,0.573,0.88,0.78,0.33,0.56,0.12,0.76
64,101,27.6,25.6,9.4,2.9,12.3,6.7,2.0,5.8,0,11,0.537,0.84,0.67,0.54,1.13,0.17,0.78
56,179,24.1,31.0,5.8,2.0,7.8,7.5,0.1,4.7,0,9,0.537,1.07,0.8,0.56,0.58,0.19,0.85
56,122,27.8,28.4,5.5,3.4,9.0,4.6,1.7,4.0,0,12,0.524,0.95,0.33,1.15,0.65,1.08,0.8
66,226,31.4,37.0,8.4,3.9,12.3,6.8,2.3,6.4,0,1,0.659,1.21,0.53,0.93,0.62,0.9,0.8
73,181,21.8,30.1,5.5,1.8,7.4,3.4,-0.9,2.7,0,5,0.585,0.91,0.78,0.39,0.71,0.17,0.77
69,199,18.8,26.9,4.5,3.0,7.6,3.2,-0.7,2.7,0,4,0.622,0.79,0.99,0.25,0.76,0.07,0.75
58,195,21.6,25.0,5.8,2.6,8.4,5.1,0.3,4.0,0,1,0.659,0.77,1.35,0.56,0.76,0.28,0.75
67,197,19.2,25.0,3.9,2.8,6.7,3.0,0.1,2.8,0,-1,0.707,0.7,0.94,0.47,0.73,0.2,0.77
55,178,23.9,33.3,3.2,2.4,5.6,5.5,0.6,4.0,0,12,0.524,1.06,0.86,0.76,0.56,0.31,0.76
69,247,31.5,27.2,11.2,3.8,14.9,8.5,4.5,8.8,1,2,0.646,0.89,1.24,1.09,0.78,0.36,0.92
52,88,23.9,27.0,4.9,2.2,7.1,5.1,0.9,3.5,0,10,0.537,0.87,0.5,0.6,0.85,0.29,0.8
68,180,22.9,32.1,5.4,3.5,8.9,5.6,0.6,5.0,0,4,0.622,1.03,0.56,0.39,0.9,0.21,0.8
61,206,23.3,34.9,3.4,2.6,6.0,5.2,0.5,3.8,0,3,0.622,0.96,1.02,0.54,0.67,0.14,0.7
77,216,20.3,29.5,5.0,3.1,8.1,3.9,-0.2,3.9,0,6,0.573,0.92,0.52,0.92,0.4,0.14,0.75
79,230,23.5,21.3,9.6,3.0,12.6,4.1,1.8,5.4,0,5,0.585,0.7,0.92,1.13,0.51,0.26,0.88
71,169,20.3,27.2,5.2,2.6,7.8,3.3,-0.1,3.4,0,16,0.5,0.88,0.74,0.72,0.57,0.27,0.72
74,213,23.7,32.7,6.2,4.3,10.5,4.8,0.7,5.1,0,0,0.695,1.1,0.59,0.81,0.65,0.37,0.75
73,300,22.0,32.6,5.3,1.4,6.7,5.3,-2.0,3.4,0,15,0.5,0.96,1.29,0.27,0.68,0.06,0.67
